year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2014,6,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1627,421,109.57,16.47,91.98,1.08,201.9,12,12,23664,5485,1274,4023,28,12854
2014,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",417,117,41.1,8.3,19.74,0,47.86,5,2,6533,2087,809,941,0,2696
2014,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,4,0.98,0,3.02,0,0,1,0,177,114,0,63,0,0
2014,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19956,2329,694.17,117.53,748.41,0.86,768.03,35,51,154344,62721,10220,32227,43,49133
2014,7,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5923,1110,300.39,3.45,232.34,0,573.82,63,23,70902,25285,638,9253,0,35726
2014,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",129,21,5.93,0,12,0,3.07,1,0,1013,153,0,343,0,517
2014,7,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2812,460,91.37,23.91,153.58,0,191.14,9,8,25686,4917,1186,5557,0,14026
2014,7,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",81,21,3.28,0.2,11.39,0,6.13,5,1,843,78,8,535,0,222
2014,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",198,48,16.68,1.67,18.52,0,11.13,4,3,2173,821,230,604,0,518
2014,7,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61,37,15.79,0.28,11.51,0,9.41,0,1,1665,652,13,386,0,614
2014,7,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",474,111,55.69,7.03,28.91,1.2,18.17,3,0,5871,3043,757,1193,32,846
2014,7,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1685,427,122.8,17.21,78.38,0,208.62,20,5,24733,6642,1449,2888,0,13754
2014,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",390,109,40.47,7.97,30.87,0,29.68,8,5,6142,1909,533,1716,0,1984
2014,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,11,4.2,0,6.8,0,0,0,1,344,178,0,166,0,0
2014,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20032,2772,745.5,88.42,1043.83,1.39,892.86,143,89,211296,73422,8543,67495,64,61772
2014,8,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5710,1048,311.77,2.49,240.98,0,492.76,93,26,75526,31609,84,10560,0,33273
2014,8,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",134,27,8.32,0,13.97,0,4.71,0,1,1899,875,0,445,0,579
2014,8,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2657,397,88.16,18.12,156.83,0,133.89,21,16,26550,5512,1321,7812,0,11905
2014,8,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",114,18,4.99,4.69,5.34,0,2.98,4,1,932,316,130,288,0,198
2014,8,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",221,75,28.08,0.66,24.78,0,21.48,9,1,4644,1566,101,1188,0,1789
2014,8,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",59,23,7.85,0.45,7.06,0,7.63,1,0,1304,369,15,221,0,699
2014,8,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",489,105,34,1.04,41.94,0.07,27.96,1,1,4866,1556,60,1978,4,1268
2014,8,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1740,359,92.19,18.46,94.51,0,153.85,7,14,19747,4282,1998,3997,0,9470
2014,9,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",352,99,42.17,1,33.89,0,21.94,0,0,4424,2206,16,1035,0,1167
2014,9,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,5,2.33,0,2.67,0,0,0,0,170,105,0,65,0,0
2014,9,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19254,3270,611.76,66.52,1573.14,0.41,1018.17,31,42,172230,53942,3733,60052,98,54405
2014,9,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5287,1474,345.18,1.91,473.27,0,653.65,53,14,87690,27651,231,17082,0,42726
2014,9,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",143,31,7.65,0,14.17,0,9.19,0,0,2487,558,0,697,0,1232
2014,9,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2078,280,52.64,6.13,140.16,0,81.07,23,6,14338,2752,395,5822,0,5369
2014,9,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",150,18,4.97,1.89,9.54,0,1.6,0,0,733,169,116,403,0,45
2014,9,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",208,61,18.68,0.61,19.89,0,21.83,11,1,2936,1118,34,678,0,1106
2014,9,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",65,12,5.51,1,2.89,0,2.6,0,0,584,231,36,69,0,248
2014,9,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",488,110,27.25,1.04,66.93,0.9,13.88,1,0,4883,1609,92,2345,55,782
2014,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2142,441,122.56,15.51,162.98,0,139.96,17,9,21938,6734,1293,5877,0,8034
2014,10,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",363,87,43.88,2.85,18.56,0,21.72,3,2,5032,2141,272,1093,0,1526
2014,10,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,5,0.68,0.3,3.41,0,0.62,0,0,174,29,14,115,0,16
2014,10,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20283,2601,605.68,36.71,902.45,0,1056.16,5,9,143309,48762,3309,33138,0,58100
2014,10,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5414,1143,262.09,1.06,288.61,0,591.24,45,6,73151,22726,63,11242,0,39120
2014,10,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",173,40,5.76,0,19.36,0,14.88,1,0,2968,349,0,927,0,1692
2014,10,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1943,230,36.62,0.68,90.25,0,102.45,6,0,11391,1723,57,2984,0,6627
2014,10,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",126,36,11.42,0,14.43,0,10.15,7,1,1636,595,0,485,0,556
2014,10,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",254,66,22.02,0,25.04,0,18.95,5,0,3351,1206,0,1165,0,980
2014,10,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",117,30,15.16,0,9.53,0,5.31,0,0,1163,533,0,248,0,382
2014,10,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",515,99,37.06,1.28,44.42,0,16.24,1,0,4182,1808,93,1392,0,889
2014,10,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2394,425,124.54,9.39,109.2,0,181.87,11,3,21572,6821,661,4165,0,9925
2014,11,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",363,84,34.79,2.83,13.82,0,32.56,2,0,4788,1825,205,342,0,2416
2014,11,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,3,0,1,1,0,1,0,0,84,0,22,33,0,29
2014,11,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19241,1986,536.73,51.44,776.1,2.94,618.8,3,8,108557,48453,4609,23495,142,31858
2014,11,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4779,623,173.02,0,156.49,0,293.49,21,7,36671,14502,0,4965,0,17204
2014,11,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",148,43,13.82,1,21.05,0,7.12,1,1,1912,535,25,858,0,494
2014,11,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1757,155,22.1,1.26,67.77,0,63.87,8,0,7293,1191,58,2099,0,3945
2014,11,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",46,11,4.81,1.11,3.89,0,1.19,1,0,613,409,61,116,0,27
2014,11,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",235,75,27.19,0.11,22.83,0,24.87,0,0,4318,1740,23,887,0,1668
2014,11,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",201,35,16.74,0,5.78,0,12.48,2,0,2056,805,0,204,0,1047
2014,11,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",502,68,32.72,0,24.78,1,9.5,0,0,2687,1504,0,618,54,511
2014,11,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1994,337,90.66,3.37,80.66,0.54,161.77,9,1,15249,3645,459,2298,18,8829
2014,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",391,115,57.77,0.04,15.97,0,41.22,3,1,6152,3187,1,446,0,2518
2014,12,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,8,2.11,0,3.21,0,2.68,0,0,305,105,0,100,0,100
2014,12,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18775,1574,519.55,45.28,492.78,0,516.39,5,14,95547,49917,3518,14951,0,27161
2014,12,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5655,957,252.03,0,226.96,0,478.01,65,8,59581,23538,0,6995,0,29048
2014,12,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",180,54,14.76,1.02,21.67,0,16.55,3,0,3396,771,24,1072,0,1529
2014,12,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1361,167,29.1,0.81,66.23,0,70.86,9,0,7989,1806,38,2062,0,4083
2014,12,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",43,15,6.27,1,6.32,0,1.41,1,0,471,218,27,197,0,29
2014,12,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",314,101,38.77,0,27.76,1,33.46,2,0,5654,2492,0,959,16,2187
2014,12,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",209,55,28.08,0,9.52,0,17.4,4,0,2884,1241,0,326,0,1317
2014,12,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",512,82,30.29,0,35.12,0,16.58,0,1,3138,1302,0,1044,0,792
2014,12,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2529,642,207.54,2.45,148.81,0.94,282.26,24,3,27346,9295,100,4344,15,13592
2015,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",397,87,42.03,0.12,18.07,0,26.78,1,1,4666,2481,8,625,0,1552
2015,1,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,9,2,1,4.1,0,1.9,0,0,251,63,27,99,0,62
2015,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18529,2033,590.49,99.56,781.59,1.64,559.72,99,14,129006,52021,9768,34586,262,32369
2015,1,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5254,1088,274.05,0,354.71,0,459.24,67,4,69234,25230,0,11963,0,32041
2015,1,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",188,59,16.15,2.03,27.43,0,13.39,4,0,3455,1315,115,1162,0,863
2015,1,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",134,45,10.33,4.42,12.9,0,17.36,14,0,3091,823,322,637,0,1309
2015,1,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",248,72,13.76,0.1,48.39,1.41,8.34,2,0,3510,712,2,2120,62,614
2015,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",307,90,27.85,7.6,19.04,0,35.51,7,2,6991,2697,415,927,0,2952
2015,1,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",219,45,18.59,4.49,15.4,0,6.52,15,0,2175,921,155,630,0,469
2015,1,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",513,97,23.23,0.67,48.95,0.16,23.99,11,0,3931,1183,54,1681,3,1010
2015,1,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3672,706,212.88,13.02,208.81,1.97,269.32,67,12,33100,10075,978,7172,55,14820
2015,2,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",358,58,28.22,3.9,16.49,0,9.39,20,1,3763,1357,825,988,0,593
2015,2,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",28,1,0,0,0,0,1,0,0,19,0,0,0,0,19
2015,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17430,2708,753.07,240.79,805.85,0,908.3,517,8,198732,70427,31960,40553,0,55792
2015,2,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4630,982,270.43,0,234.8,0,476.77,228,7,66951,24805,0,8576,0,33570
2015,2,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",161,54,13.26,2.87,25.65,0,12.22,1,0,4984,898,565,2088,0,1433
2015,2,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",153,50,15.65,5.3,14.22,0,14.83,21,0,3468,1044,478,880,0,1066
2015,2,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",224,59,22.41,2.45,23.73,0.1,10.32,6,0,2967,1150,65,921,9,822
2015,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",379,118,33.09,8.76,24.1,0,52.05,19,0,7782,2527,751,977,0,3527
2015,2,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",227,48,23.76,0.09,13.31,0,10.85,17,0,2396,1240,9,477,0,670
2015,2,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",464,87,25.33,2.92,28.6,0.84,29.32,24,0,5084,1542,300,1067,27,2148
2015,2,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3312,497,158.21,6.23,114.27,0.25,218.05,151,3,22130,7790,544,3565,4,10227
2015,3,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",497,117,57.82,0.98,28.15,0,30.04,15,0,5678,3121,63,756,0,1738
2015,3,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,2,1.1,0,0,0,0.9,0,0,59,41,0,0,0,18
2015,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20957,2599,790.4,100.93,766.67,1.86,939.14,73,12,162652,70976,13092,25964,80,52540
2015,3,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5802,1335,293.39,1.41,384.14,0,656.06,104,4,77565,25476,211,11524,0,40354
2015,3,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",281,110,22.31,3.02,57.95,0,26.72,1,1,7504,1610,494,2374,0,3026
2015,3,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",130,37,7.92,0.59,18.62,0,9.87,14,0,2036,308,150,742,0,836
2015,3,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",248,54,19.37,0.88,25.89,0,7.87,1,0,2645,957,50,1241,0,397
2015,3,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",350,94,31.19,3.52,26.95,0.67,31.66,5,1,4662,1492,243,779,20,2128
2015,3,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",308,56,22.9,4.39,13.26,0,15.45,9,0,3793,1198,438,630,0,1527
2015,3,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",499,118,38.68,1.31,49.41,1.34,27.27,7,1,5176,1863,94,1539,44,1636
2015,3,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3672,659,211.62,4.36,162.12,0.87,280.02,69,4,31320,12177,250,4526,26,14341
2015,4,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",469,87,39.59,7.09,17.13,0,23.18,4,0,5631,2763,527,551,0,1790
2015,4,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,3,2,0,0.02,0,0.98,0,0,163,37,0,2,0,124
2015,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20225,2158,594.16,96.87,714.47,0.67,751.83,49,50,138617,52029,8369,33870,65,44284
2015,4,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5284,1064,277.78,0.67,324.87,0,460.68,25,15,64034,25961,31,10029,0,28013
2015,4,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",324,103,18.24,0.64,62.96,0,21.16,2,2,6136,1126,22,2966,0,2022
2015,4,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",138,38,10.78,0.3,20.48,0,6.43,8,1,1721,501,34,665,0,521
2015,4,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",256,74,20.79,0.94,36.09,0.23,15.96,1,0,3707,945,15,1612,7,1128
2015,4,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",337,63,18.96,2.58,22.92,1.27,17.27,6,1,3444,1533,199,742,34,936
2015,4,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",332,74,38.31,0.5,15.65,0,19.55,3,1,4403,1848,42,878,0,1635
2015,4,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",433,86,28.23,1,42.56,1.14,13.07,0,0,3861,1489,57,1802,38,475
2015,4,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3555,606,152.3,26.57,190.42,0.36,236.35,15,6,27448,6420,2398,6795,8,11827
2015,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",475,102,33.66,8.36,29.52,0,30.46,14,3,6789,2226,734,1414,0,2415
2015,5,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,5,3.4,0,1.6,0,0,0,0,235,162,0,73,0,0
2015,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20888,2291,661.08,95.94,795.21,1,737.78,60,92,187126,71989,10767,50746,58,53566
2015,5,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5131,829,270.42,0,204.32,0,354.27,30,17,64251,27175,0,9840,0,27236
2015,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",548,154,27.99,0.4,83.04,0,42.57,1,1,10067,1548,8,4364,0,4147
2015,5,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",139,34,8.54,0.86,14.94,0,9.66,7,0,1846,553,74,568,0,651
2015,5,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",330,122,31.23,1.74,44.68,0,44.35,6,0,8308,1321,153,3603,0,3231
2015,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",383,65,23.48,0.6,21.24,0,19.69,4,2,4229,1903,70,789,0,1467
2015,5,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",355,82,35.35,3.34,23.46,0,19.85,5,3,4673,1759,196,1303,0,1415
2015,5,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",509,112,36.72,1.75,56.78,1.18,15.57,1,3,5627,1819,161,2491,29,1127
2015,5,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3636,650,182.82,56.17,147.47,2.5,261.04,26,20,37711,9447,5326,7258,61,15619
2015,6,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",484,110,46.57,4.13,29.63,0,29.67,4,4,6268,2896,282,1278,0,1812
2015,6,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,6,1.4,0,1.83,0,2.76,0,1,262,78,0,57,0,127
2015,6,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20815,3077,860.95,106.28,993.74,2.72,1113.32,90,113,231391,79063,11683,59015,333,81297
2015,6,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5507,1243,375.79,0,297.17,0,570.04,77,38,90006,37871,0,12656,0,39479
2015,6,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",531,174,22.78,0.95,89.95,0,60.31,2,5,13648,1694,125,5058,0,6771
2015,6,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",165,41,10.26,0.33,15.88,0,14.53,11,0,1418,351,16,536,0,515
2015,6,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",369,177,57.29,0.99,64.32,2.16,52.24,14,4,14017,4429,163,4642,55,4728
2015,6,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",310,65,21.49,5.26,15.05,0.35,22.84,14,3,3970,1637,437,639,8,1249
2015,6,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",393,134,56.64,2.63,33.84,0,40.89,17,4,7697,3149,139,2048,0,2361
2015,6,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",522,142,44.14,3.85,60.73,0.88,32.4,3,2,8734,2383,262,3689,23,2377
2015,6,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3613,862,250.68,48.46,200.19,1.94,360.73,66,23,52419,15398,4158,8961,97,23805
2015,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1046,260,96.19,9.58,80.29,0,73.94,5,4,14624,5457,546,3284,0,5337
2015,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,4,0.91,0,1.35,0,1.74,0,0,118,27,0,52,0,39
2015,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21589,2609,657.1,121.24,868.18,2.29,960.18,15,146,170274,61609,8049,42208,92,58316
2015,7,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5478,1031,268.84,0,255.64,0,506.52,10,29,66595,25065,0,10465,0,31065
2015,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",528,161,29.05,1.26,83.44,0,47.25,3,2,10643,2626,47,3942,0,4028
2015,7,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",174,55,21.77,0.18,15.87,0,17.19,15,0,2855,1144,6,635,0,1070
2015,7,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",434,141,47.68,3.31,47.13,2,40.88,4,3,9448,2892,181,2715,47,3613
2015,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",426,77,28.92,2.81,19.87,0.65,24.75,13,2,4649,1894,405,777,13,1560
2015,7,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",316,73,24.75,1.84,19.85,0,26.55,4,0,5388,1624,106,1089,0,2569
2015,7,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3713,847,243.93,44.81,190.48,1.56,366.22,11,34,52011,15542,3778,8889,47,23755
2015,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",989,201,74.6,7.81,58.62,2.17,57.8,12,3,10821,4204,678,2638,47,3254
2015,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",40,7,2,0.88,2.53,0.59,1,0,0,250,66,28,79,16,61
2015,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21648,2679,725.6,118.05,869.78,0,965.57,17,92,179390,66784,8846,44096,0,59664
2015,8,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5395,1034,264.68,0,258.93,0,510.39,33,23,69920,24798,0,10155,0,34967
2015,8,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",538,127,17.42,1.01,72.75,0,35.82,2,2,7507,972,86,3159,0,3290
2015,8,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",171,49,21.69,1.04,13.17,0,13.1,8,1,2831,1182,84,603,0,962
